Query File,Target File
Battisti__Insieme a te sto bene,2__233b912188cf623a6ed51d67a3c96f0a
Battisti__Una giornata uggiosa,9__955970d1db3dbe073a2cabb65cfadc8f
Battisti__Una donna per amico.3,1__1cbe65792fa1b5a967b21e7f9bfc87bf
Battisti__Dove arriva quel cespuglio,5__5a7c4795941b0d5e37754d36dd7b19fa
Battisti__Respirando,1__16a07168c789f52dd7cccabab7608d75
Battisti__Questo amore,9__90e6aaf847de33640cdb6b19f9a9340a
Battisti__Windsurf Windsurf,b__b261513cc2727c8c3aa3095154347323
Battisti__Questo inferno rosa,8__80a91be8eddc0d60c6a92418c1b8e12c
Battisti__E penso a te,a__a1e2b0c4074aa9c4f693177ba00fd367
Battisti__Pensieri e parole,4__4dac07e1da0979d7159f16af72eea9ae
Battisti__Almeno l'inizio,3__38eef99a5a2565901821483cea85f3d4
Battisti__Luci-ah.1,4__428b42a15ce45e34fa866a28fb274112
Battisti__Amarsi un po'.2,7__7b82cd4c1276e54cab6bbc0bdb6c1465
Battisti__Una donna per amico.1,a__aad6a277e99bbefd51abba5955f14c32
Battisti__Sognando e risognando,1__1415b7b5d78dd484e04c72f99657eeaf
Battisti__Amarsi un po',a__a4561a1af49bb7ffdceddab9bdb27621
Battisti__Anima latina,7__7198b3c7e6d75ea56d7ecb2bdcef85b0
Battisti__Balla Linda.3,1__1f5500b750b4b1be446bd16b01fb8114
Battisti__Il mio canto libero.2,b__b8edb85db08a0c63230540d1db77a955
Battisti__E penso a te.1,9__9e01f495fea97e6d89f965d0c5c8c7fd
Battisti__Luci-ah,b__b67d4f11248dd42b0203c76b830f5c70
Battisti__Anna.1,b__bd620b38963c7604c07f07ccab0e2894
Battisti__Il veliero,6__6c41b46c2c6069065da3b273564b74b2
Battisti__Pensieri e parole.1,6__69ef46ac668fddba69db34ed8f96401c
Battisti__L'aquila,f__f955f1033e658fd6659435108cfa3ea3
Battisti__Insieme a te sto bene.1,d__d66110ce53eb0c772afb5c7929a9e4ad
Battisti__Vendo casa,1__10f0a8f18f04b5016c213a62f4d7d2e6
Battisti__Balla Linda,8__8a53db14b18fb3a381db3ca6ebaf48ea
"Battisti__Nel cuore, nell'anima.1",c__cd1dc56fe2f836ae8bb515ed7414d01a
Battisti__Comunque bella.1,b__bcb77a5705f64f591ebc7db7ec7a003a
Battisti__Ancora tu (coda),4__45cd152fb25ff1c05859c1e5a4add001
Battisti__Io gli ho detto no,0__0025f902eafd164dd22f993f9ade8b1d
Battisti__Le allettanti promesse,c__c022f0f4405f10412c1e375c1853c1c4
Battisti__Il monolocale,6__62de7db752ba73fb6b0c48b6df6e6fbe
Battisti__Un uomo che ti ama,2__2d7649d4481ee65419070a3b30bfecc6
Battisti__Un'avventura.3,0__0f5d788bb56124c887a5d1ad282a78d6
George Frideric Handel__Messiah: 44. Halleluja!,0__01b1adbf84148130e903bb713fd6fd4e
George Frideric Handel__Water Music: Bouree,0__003fdd6a775b554f624908e99bad8e11
"George Frideric Handel__Alcina, HWV 34: Act I. 6. Gavotte",2__2915421346928b231fea89b1fbd53ebd
George Frideric Handel__Passacaglia,9__979fa94536b1152d4e45a03a56166d82
Andre & Adriano__Vira e mexe,0__00b54d0f26f69f700dbd323eae052a6f
Dire Straits__Brothers in Arms.1,3__3f0ecbe0845599efd248eb0326f38de0
Dire Straits__Romeo & Juliet.2,7__7a08a4b1efd5ff7afd6c1066b4a8dd94
Dire Straits__Brothers in Arms.2,5__5634ce111996e6fa8c3e89863261006b
Dire Straits__Why Worry.4,0__0d0ed99b64d2ac5ce6e5946efd30f9b3
Dire Straits__Why Worry.2,3__3fcd86364eea718c68318dbb2d518025
Dire Straits__Money For Nothing (Full Length Version).1,8__83439bc71b49e487a95225632985dcc4
Dire Straits__Money For Nothing (Full Length Version).4,4__4abf95381078bb71152bf91dd2a74a92
Dire Straits__Brothers in Arms.3,2__2727f4ae3ee3445c83b23d7a6a5ff546
Dire Straits__Sultans of Swing.2,1__130a4cc43d8b37597fcd0b7d22f48149
Dire Straits__Sultans of Swing.7,2__2bbb921e3a3199a20fd0e52a784bcb14
Dire Straits__Planet of New Orleans,6__6eabe85d2e755f049518f9a14ef36e1d
Dire Straits__Walk Of Life.3,0__0d5007bdc7e79395a790cc935dcda33b
Dire Straits__Why Worry.3,1__153fd1768ee3b9cdd88ac81a12bd4473
Dire Straits__Brothers in Arms,6__6822f880b16008926da339f4d51ff788
Dire Straits__Sultans of Swing.11,c__c7ebab4e88e49c0f107355f3258f5b6e
Dire Straits__Calling Elvis,8__8b43bd9aa3817e38da76831395929f2b
Dire Straits__Brothers in Arms.5,1__1b3866a75cd3738306e1e8b9f1a2f15e
Dire Straits__Private Investigations.1,f__f7542a631079528a1d8eab2000fa8204
Dire Straits__Sultans of Swing.6,a__a02eb986a63dd6ae4b8adc4623e0a7a0
Dire Straits__Sultans of Swing.12,9__986a00ded10cd7ff1f67f9a6cdd12926
Dire Straits__Romeo & Juliet,5__5b0255d530e7cbf9539321e6d14fd2c4
Dire Straits__Private Investigations,8__8d0a98a76d6ec57b48386ce36caaa24f
Dire Straits__Sultans of Swing.3,d__d5c61ba139f8a52d1148d63fc837b534
Dire Straits__Walk Of Life.2,5__5acc83b7c05a6883932ab72f8e9d16e2
Dire Straits__Expresso Love,0__027fc06d3a6cb9ab4f394ba4a4ff9aaa
Dire Straits__Romeo & Juliet.4,3__333691cded18e559403115c7f4ce8383
Dire Straits__Calling Elvis.5,d__dee6a0838b840562672f991a9fdd00a1
Dire Straits__Tunnel Of Love,d__d3603de879676b1195e3b1814be87244
Dire Straits__Walk Of Life.1,a__af79390fbcd6b33c9c2f2dd858a012c1
Dire Straits__Calling Elvis.4,f__fffd075dccd7f1ca7fee1ef868fd0e16
Dire Straits__Calling Elvis.2,a__a5af44e85e5d33b7a37916711f13f66c
Dire Straits__Why Worry,4__4fb66d0ce80becd0374c02fd5323b61f
Dire Straits__Walk Of Life,5__53517ca98cb2a6f67bc4916f4888d2eb
Dire Straits__Brothers in Arms.4,4__42e0671c51f96f8b82bd3cbd6545a48f
Dire Straits__Sultans of Swing.1,b__b685ba75056d1f201f6aef214b1248b9
Dire Straits__Romeo & Juliet.1,1__1fa17b7cfaeb91adadedfe0a6664a465
Dire Straits__Money For Nothing (Full Length Version).2,2__2c67019fd4e8b0086f6796aaee7b0bb1
Dire Straits__So Far Away,d__d9aaf84bf61b8023aa8adae35efa7873
Dire Straits__Why Worry.1,9__9dcc6319de95edd2e597a5fe5db0f8e2
Dire Straits__Calling Elvis.3,6__64316a9033a9a3cf4e7ea1a4d8214c9d
Dire Straits__Walk Of Life.5,5__51b4c2b2605af78df1e3f1bc0bab6a4d
Dire Straits__Sultans of Swing.9,9__9e394bf6baac8aa15493df337380a876
Dire Straits__Money For Nothing (Full Length Version),0__046f92ba1a2de50859cc4ed86e3138a5
Dire Straits__Sultans of Swing.10,6__60d45ad9e6f949016990f67588a92f5a
Dire Straits__Sultans of Swing.13,5__5e268058142a582d9f56a8f1ac1c70ad
Dire Straits__Love Over Gold.1,e__e033449a4e30692c3b112e74a0cb6429
Dire Straits__Money For Nothing (Full Length Version).3,8__807a71ae9db50857cc85998c2519cb2a
Dire Straits__Sultans of Swing.5,b__b95ac32103e7815d8c5b38ed3ec06683
Dire Straits__Sultans of Swing,0__0fc469732619fa5997c18f82cbb0a9a9
Dire Straits__Private Investigations.2,e__e1bfb1499c1d8d1f52ca2c39d1948571
Dire Straits__Love Over Gold,b__b83552d239742347bb03eb97e9fd8f9b
Dire Straits__On Every Street,6__69d53c200b83fffd40b5259c51043db5
Dire Straits__Sultans of Swing.8,a__a1bfd11e8da26cf507d71cf06a439203
Dire Straits__Your Latest Trick.1,3__3ec58d5d7ad0ea6a5f5e721abebea42c
Dire Straits__Tunnel Of Love.1,5__533db3991016128ed66594dc39eaeef6
Dire Straits__Walk Of Life.6,6__6a1480a488e36bbc87a87234bffe6ecd
Dire Straits__Ticket to Heaven,e__e67ccbe04aec240e5490aa5a56a28d17
Dire Straits__Walk Of Life.4,7__766f5c942c3e1d55297dd88ca4f85c28
Dire Straits__Romeo & Juliet.3,f__f6003844809926d860edaf18daafce45
Dire Straits__Calling Elvis.1,3__3034dce2f6e9366321105967b17b6dc5
Dire Straits__Your Latest Trick,f__f7d892324e9be29c25352e97bc93915c
Dire Straits__Sultans of Swing.4,a__adeb026134f22b8c08f54d2e7212f43f
Dire Straits__Money For Nothing (Full Length Version).6,2__201b0d111d6e28edf247be55e2cc23c2
Dire Straits__Money For Nothing (Full Length Version).5,f__fb3459dcf16fea4e0268241817caa63f
Chaka Demus__Twist and Shout,5__53dde906c7b17e0a4e68888d90898a2f
Chaka Demus__Twist and Shout.1,d__d192634d574161bd269d0c99c93a2424
Holiday Billie__Stormy Blues,c__c2083cd31333d88007806bf0ffae7a28
Holiday Billie__I Only Have Eyes For You,f__fcfbe7b98046b111108eb269a1b75afb
Daft Punk__Around the World   Harder Better Faster Stronger,4__493bb7ea9e6bff2c936ae3f4d7826fde
Daft Punk__Da Funk,7__7fccaccbb990aef3610886aee312a301
Daft Punk__One More Time,8__89721a506fbd8e12387687ae82baeb9c
Daft Punk__One More Time.2,a__a8f80ebe43510b3bed93df11744d71fc
Daft Punk__One More Time.1,2__27e5420f6661d8c07f58a7761e119156
Daft Punk__Around the World   Harder Better Faster Stronger.1,8__81d1f075e1f6f3b9e14ed638880a58b6
Gary Fane__Aquarius,9__91ab8d88df22579acb67827fee964afa
TLC__Red Light Special.1,1__139d5465d5548783f26111f1894050b1
TLC__Waterfalls,d__d4dcca526b2ae5c8228c1915cdfd08a3
TLC__Red Light Special,3__3fa1d714eecbd3c1ea19b81fc99b7bad
TLC__Waterfalls.1,e__e77b5ac71ed6474438b87074bb0d6a8d
TLC__Unpretty,8__8de7a381b3154af69dc1d7dc83c39aad
TLC__Baby-Baby-Baby,3__3447a8dd4a6f8b451ab158d5db60ddbb
TLC__Waterfalls.2,f__fd274558f3ee3eb62aa18b6b67fa12c8
TLC__Creep,9__96ea314074a4db3c47c33c5deb9fa449
TLC__Waterfall (single edit),e__ea412d2994bdd8d0c848da1fca005ca0
TLC__Creep.1,2__2c47cf88f276ccc17697668db24c46ff
TLC__Dear Lie,3__3bcd7e0cc20adcc8dc3e912623bb0e1b
TLC__No Scrubs.1,c__c1cb500bcc35f458d164e065095a9233
TLC__No Scrubs,5__5910cffa3f458be63f414b85161d74ae
"Bobby ""Boris"" Pickett__Monster Mash.1",2__2f5d7f2d93d2f3c2fb10c543b399fdd3
"Bobby ""Boris"" Pickett__Monster Mash",f__f2e582ee362539741c08d929f28f9701
Jefferson Starship__With Your Love,1__1a96b3d502448d2a2d8624ba924bad06
Sydney Youngblood__Sit and Wait,0__031a35400274856f62974a7d89122023
Sydney Youngblood__Sit and Wait.1,c__c5258d0cfe398cbb00c47b2cfd886643
Cathy Dennis__Too Many Walls,c__c90de0c571ea5347a5f698bf4df852d0
Rednex__Cotton Eye Joe,e__e42369b71ec33ac4c0919e6c8472e8ea
Rednex__Cotton Eye Joe.1,8__8f4191843f97daf8e26d3f127bf8a21d
Rednex__Cotton Eyed Joe.1,2__2ef358c95c019e70ef8c62cbf40aacea
Rednex__Cotton Eyed Joe,5__59725e1bc555b8309f4cea319e4b735a
Rednex__Wish You Were Here,1__10086bf6acd992ea3667e25266695593
Rednex__Old Pop in an Oak,2__223eff70fe76dc86e283c87917eba74f
Rednex__Wild 'N Free (Remix Extended),e__ef9e8b8016d5a8808bab1c020f15285e
Xscape__Just Kickin' It,f__f333e282c4439bd885c2d89fcf84566e
Searchers__Needles and Pins.1,7__75e8f3c698e6c994adc8fce50cc864cc
Searchers__Love Potion Number Nine,f__fc973d45b8e4b8dce33fb261e11e76af
Searchers__Love Potion #9,8__80f68384619469e52f48e2752227bbc5
Searchers__Soul Searcher,7__790520713e646aeaead73c5496a2c490
Searchers__Needles and Pins,e__e882269dfe265367c99186dd9243f996
Laine Cleo__I've Got a Crush on You,c__c221acafd31b6938bf19a7884e8b407b
The Five Satins__In the Still of the Nite,e__e0c79f9e7370910bb28008c8e372890e
2 the Core__Have a Nice Day,3__35fb945623aaf30586ecd3d341d4bc87
Rainbow__Street of Dreams,f__ff5a4a1c313ebf639add5b184d1f19f5
Leo Sayer__Moonlighting,4__41e7760111ffb0b46769aef776212f5e
Leo Sayer__More Than I Can Say,d__d4b0078cfbf1eacb2639c8f7ef3b13a7
Leo Sayer__Unchained Melody.1,8__807addfde28d8efffad267b9af4c4690
Leo Sayer__You Make Me Feel Like Dancing,5__5870869d6883a1cdc648d5fd6583e1c7
Leo Sayer__You Make Me Feel Like Dancin',c__ce8ea56931e3b5bd4c1b102005187596
Leo Sayer__When I Need You,a__a519f96c7761f7139c6ca35c45c3f703
Leo Sayer__When I Need You.1,4__4bf0b2c3c37ebad06a26662d03b7faf6
Leo Sayer__Have You Ever Been in Love,c__c3e0e8093078b1ff6c8d17d978c0f2cd
Leo Sayer__Unchained Melody,c__ce6c9d2bc73bf9f2c5b5a29c82e79be2
Leo Sayer__The Show Must Go On,f__f60e490bf6f4249cdab19a3e85e374a0
Mike + The Mechanics__Silent Running,e__e83fadce2a2943ca1147f81bbe37ab2e
Mike + The Mechanics__Over My Shoulder,9__9666da495ed4ed72f3ee0d8262885137
Mike + The Mechanics__Over My Schoulder,8__82eda70b11973b4a345b36b3c1d9daba
Mike + The Mechanics__Word of Mouth.1,a__a39142fd1025cde01599da03c78088df
Mike + The Mechanics__Living Years,b__b31c26dc102dfed030e696f97a3a0943
Mike + The Mechanics__All I Need Is a Miracle,1__13629534dcabaedf29d912a605b4e40c
Mike + The Mechanics__Another Cup of Coffee,c__ca356ff7217da5e4cfa4de4d113d822a
Mike + The Mechanics__Another Cup of Coffee.1,7__79c759f39c2ae1a9e2d5c9b8997a5137
Mike + The Mechanics__All I Need Is a Miracle.1,0__0ea2c0760b4e30954b4ade28a463ae2d
Mike + The Mechanics__All I Need Is a Miracle.3,4__44e8d8abef15b4a1ae552741086ad715
Mike + The Mechanics__Living Years.1,b__b052cdc8899fc25e3591e0ed9c0f27c0
Mike + The Mechanics__Word of Mouth,a__aefde9236a7312f7fea1976252414f82
Mike + The Mechanics__Another Cup of Coffee.2,3__344bf47604aa17216cb254d658bed1c2
Mike + The Mechanics__All I Need Is a Miracle.2,7__7ca9266c80d5e7ade679d3db0b028dee
John Mellencamp__Lonely Ol' Night,d__d6aa320681f0e7c885ed0c088b6acb38
John Mellencamp__Small Town,a__a3973be42fda49a1e77577391e146417
John Mellencamp__Hurts So Good,e__e385399a016280742cbbbeac4e23f777
John Mellencamp__Pink Houses,1__1d7385d7e040c409ec0c4ba12794ea53
John Mellencamp__Jack & Dianne.1,d__da111e8833bdb870d8db687fab8cf824
John Mellencamp__Authority Song,f__fa9c9d4c7bf2a80824388b77bfd6ec10
John Mellencamp__Pop Singer,1__11abf7d7a9517ff27be398b6e9cfe373
John Mellencamp__Paper in Fire,d__dcd056f51dcf9ef5c557cb79c89dfe44
John Mellencamp__Cherry Bomb,5__5466162ec24d124caa606343e8195d28
John Mellencamp__Jack & Dianne,5__5a6eebf3706cf10d538eb7caf39ed61a
John Mellencamp__Cherry Bomb.1,4__4ccd22bbf520740311d27140b08fd94b
John Mellencamp__China Girl,b__b895f5882c516d62427c8959806707da
Ronan Keating__When You Say Nothing At All,9__9c8e8c0fab85a24e0eb0f4fa3613f29a
Supertramp__Take the Long Way Home.4,6__6a58f0792f8068434100638ef5ad6453
Supertramp__The Logical Song.5,c__c7523bfd41d67de23b7e1d7575284821
Supertramp__Dreamer,2__295059afad49da2d29421905c42bd2f7
Supertramp__Give a Little Bit,c__cad555c70af4bd043445920c8bcb4b00
Supertramp__Crime of the Century.1,8__84a7c2a621d5f3cdedab925312c80a00
Supertramp__Dreamer.4,9__9bb376013a8080eae305f72f6a18d7f2
Supertramp__The Logical Song.4,8__87839ccecf6dcd86a0d2bd3fd0fd1510
Supertramp__Dreamer.3,f__f50068f9417efc0378c76f2901cbf1bd
Supertramp__The Logical Song,2__278d4aca974e7857dd605d60e5df6ccf
Supertramp__School,4__4e6fba18f09aac18b49d0847fdca7797
Supertramp__Give a Little Bit.1,e__e100e2824e388d7daa7ba2ee438dd085
Supertramp__Goodbye Stranger.1,3__301cbbfdb223316917bff5bf65d1aa6d
Supertramp__It's Raining Again.3,4__4540a28018840cd877406169fe6ada78
Supertramp__It's Raining Again,8__8f1279bc18562a0355b08e89b2e53e0f
Supertramp__School.1,7__7711c3529fcd7708f0c9de70e70d7244
Supertramp__The Logical Song.6,3__3e5cf96ae3b1a2ddbe77fdc41a6e9a6b
Supertramp__Take the Long Way Home.3,e__eee626113d86ce3238bef23a5a2a526e
Supertramp__Take the Long Way Home.1,c__c6a04a09ddd9ca3ef7af5bcdae353511
Supertramp__It's Raining Again.1,4__41e174d1bf5472f029e462461285d89f
Supertramp__Crime of the Century,3__352afef40d1620927e1f6df05ac94f28
Supertramp__Take the Long Way Home,8__8cc0e0fda46edeabf7d8548875eaa305
Supertramp__Breakfast in America.1,7__773533c87e402c93d29be0730dedc593
Supertramp__Goodbye Stranger.2,a__a90ba8ca9209643da01aeb085e7c6c78
Supertramp__Even in the Quietest Moments.1,2__2c4b2b5dfe84c2bfb7405ad7d5641b51
Supertramp__Free as a Bird,5__5627c9079fb0569c868d905e1a189f8b
Supertramp__Take the Long Way Home.2,e__effae46240f67dc04a2899ef1c60e324
Supertramp__Breakfast in America,0__05c59843a3406cc22dba6da3e9d902f0
Supertramp__Breakfast in America.3,2__22fb571542b2e592cf6887bcc34ca473
Supertramp__Dreamer.1,f__f611b2e67ebeb62bd76976b80c24ab70
Supertramp__The Logical Song.3,6__6228444ac20e7cb88bf5656dd135bc8c
Supertramp__The Logical Song.1,2__21aa58f4d9fa83bba77e0b8f42dcbabc
Supertramp__The Logical Song.2,f__f9637b09c0e864d92b75e18c96406aa8
Supertramp__Bloody Well Right.3,d__d9133ddbae67ef005887e9df08cce86c
Supertramp__Dreamer.2,a__a777e71e2f7e5f033d48e2378aaa6ec4
Supertramp__Even in the Quietest Moments,a__a6b8187e0575264dc883b68e53c858c8
Supertramp__It's Raining Again.2,a__a6988e40fe0bcf2a3b56b56ad2a06c22
Supertramp__Breakfast in America.2,c__c088b6d1dc9574be889b54b92bb6e0c3
Supertramp__Bloody Well Right.2,8__8d1e740054526fff4af6740e3d78f9d6
Supertramp__Goodbye Stranger,9__9469d172853a88078d605bd3dc46d2c0
Supertramp__School.2,a__aed626460d422e638975527371867e0c
Supertramp__The Logical Song.7,a__afcf754798b063fb566616031d53487d
Supertramp__Bloody Well Right.1,5__5abb6b3c6f5ba2461abe9402337359f0
Turtles__Happy Thogether.1,a__aa01ea94980bea76df1a47cfa793e78e
Turtles__Happy Thogether,3__3047edbf10a97270fc6d3fea70cdcfa8
Turtles__It Ain't Me Baby,7__74cebcbea2a533a7bd25f3e2ce81b476
Turtles__You Baby,c__ccd8ee30e290e094e904ba654187b9e0
Turtles__She'd Rather Be With Me,a__a2dbd2bbf179c22e876df85eb5654284
Turtles__Happy Thogether.3,2__2e1387d2321e343e1e87bf7e3d3480e3
Turtles__Happy Thogether.2,7__77160d3186798fe9e4a9ce8c057de8d5
Turtles__Elenore,4__4abbad2b32a206fb46def430c3b8636f
Turtles__It Ain't Me Babe,3__3b7013ed9218ac9f051c964871e92d01
Patrick Hernandez__Born to Be Alive.2,7__7769a1797d53d02bb91e813244fb45fd
Patrick Hernandez__Born to Be Alive,d__ddbcb57eb526ad7f380d37ef7ea86134
Patrick Hernandez__Born to Be Alive.3,e__e129147e5fae9009c49e396f61c50b14
Patrick Hernandez__Born to Be Alive.4,a__a099c5daaab2fd53c05620f8ad28416d
Patrick Hernandez__Born to Be Alive.1,6__649bc6b34e878ef87198434710833a2c
Shania Twain__From This Moment On.2,f__f6f849dcbbb1804e81263ae707ccdae8
Shania Twain__I'm Gonna Getcha Good!,f__f2c1727c49f0013811a1a430fd527899
Shania Twain__Ka-Ching!,3__3db412f507099a5f4732f073e9425f96
"Shania Twain__Honey, I'm Home",6__624bdca6a0e60b000ff5e0dff45992d6
Shania Twain__Love Gets Me Every Time,3__3dff502a6eb33e1b09d8ede9e8beac29
Shania Twain__From This Moment On.1,f__f4b9f2219ad6492c6380645b804decbf
Shania Twain__Any Man of Mine,a__a98340056be210a1e24dcc408b7034b0
Shania Twain__Man! I Feel Like a Woman,4__489ce6c650f8b6e27ed8fbd65cd27f85
"Shania Twain__Black Eyes, Blue Tears",9__943de9fb17435b82be873e979ab7a009
Shania Twain__You're Still the One,e__e34618686f42df502feecb64c6064224
Shania Twain__When,e__ebe76f132c12dbc252248504a8e27665
Shania Twain__From This Moment On,f__f67728f453b212ba30d3b5d0adb30776
Blackstreet__Don't Leave Me,2__255bd2701c1de805bfb2ab9d5354bcf9
Blackstreet__No Diggity,a__ada1af993f78722c623575efc183687d
"Blackstreet__Take Me There (feat. Mya, Ma$e & Blinky Blink)",0__05cb09439773b0551552df2a1accaeab
Blackstreet__No Diggity.1,c__c1226ae5d70661ddff64444bd4a7a31a
Blackstreet__Good Lovin',4__43c9bbafdf011049044ab9202e29c636
Sergio Mendes__Never Gonna Let You Go,c__cec39c1289a16fcdc6ff5ae6538acad9
Bonzo Dog Doo Dah Band__Monster Mash,4__49fc4ac6e394ffd22f45352667af0f5c
Stevie Wonder__For Your Love,a__af49de6666863088b883d5c29f9b7a74
Stevie Wonder__Isn't She Lovely,1__15477fc99f7d9966c3374f6cf19dc63d
Stevie Wonder__You Are the Sunshine of My Life,9__92717cf4f2685d53bbb457ad6e898f50
Stevie Wonder__Sir Duke,0__0f796921ae2a92b2150fba00f0ac64fb
Orgy__Blue Monday,2__202fd3e904d18bad07bd51cb676c91c4
Steve Vai__Sisters,3__36e1384c39ec5577c070d1d088a84a9f
Home Grown__Surfer Girl,1__1def9c4275495c9b631b1668e3f790d2
Oliver__Good Morning Starshine,b__b9a97e895558b8b70174a40162a476d4
"Billy ""Crash"" Craddock__Sea Cruise",f__f3513dd36b61ff23044689167f7af6e1
Bell__Tighten Up,7__7bb7f4d96e4b410b9015cf25d027fb97
Bell__Private Number,1__1dc6b4a920fcb7b9b895d691bf10dd2f
Chic__Le Freak,6__6145e9ed833f2995a375d31f80f0ba9c
Chic__Good Times,f__f374bd4b765f54b8c7f876672e01234d
Chic__Take My Love,b__b7318ea7829ac9c164d5e6b30841604d
Chic__Good Times.1,f__fa8a2ac1a5c548417c4a23bfcb54c71d
Chic__Chic Mystique,5__583bdea77d591e6f9c97033cd4c6bf6c
Chic__Le Freak.1,b__bddd18d2db05040481ea809fa3a027e0
Chic__Chic Cheer,1__14d57277348ae34052d83259f7e9a41e
Chic__Falling in Love With You,9__9ae823c8d10246d0ee91dc2078313394
Enrique Iglesias__Experiencia religiosa,5__5d597aeb3c901f14544eee462d414cf9
Enrique Iglesias__Bailamos,0__05c17cf2b50011e62bc07752b8d2121b
Enrique Iglesias__Be With You,f__f39bfe1be322f7ce2a1f13a7f9a514e3
Paul Davis__I Go Crazy,2__2f18e65f1e0b6a768c0aec5ddda46b77
Paul Davis__Cool Night,a__ac81901a2710fec356dc6835b6cd9131
ANKA PAUL__Diana (feat. Ricky Martin).2,9__90090a5a0dd2fbb94fbae9f98f48308d
ANKA PAUL__Diana (feat. Ricky Martin),c__c74a32d45f88f6c86db1faf608b08ec3
ANKA PAUL__Diana (feat. Ricky Martin).1,0__069420c9999165a568458563877f5c43
"Dave ""Baby"" Cortez__The Happy Organ",f__fbc17d280c2b85ee288dbee3133820d9
Nik Kershaw__Wouldn't It Be Good,7__7a678c880a2a312d8e0b9c0fe8e15170
Echo & The Bunnymen__Seven Seas,5__5daa22c10ebd5b41971f4c6f995c8aa5
Barclay James Harvest__Hymn,c__c7fb4826cc217b3da84be1050a4cf09f
Tom McDermott__Heavy Henry,2__2ca18af8a92aa28535cd9741f7ef5c80
Rob Zombie__Dragula.1,7__78ae26c63b0b127023e68d2c7e7ddff5
Rob Zombie__Demonoid Phenomenon,2__29ef5363a4fdd625ae1aed25b881b21e
Rob Zombie__Dragula,1__1d593b09e9e507fa495f05e9cf684b02
Ingram James__Yah Mo B There,6__60c985e26bd09ee0ed81eef5f1cf5b6a
The Rutles__Hold My Hand,7__7cb3d0490c2e82dfcc3b7afabfbfbfb4
Miami Sound Machine__Here We Are,0__0b54aa7a7d23c5c740c0a2802ef806d6
Miami Sound Machine__Conga,4__42a6066f11e2378e853c05ddd4a4c96d
Miami Sound Machine__Conga.1,2__217e27c1a6455a53c753ab81bfd44782
Miami Sound Machine__Dr Beat,4__48adda5d9386daa6d3f969a38c715e90
Propaganda__Duel (Eye to Eye),2__2cf912249d64176b428ae3ebe59a282b
Reeves__Dancing in the Street,4__435b32caaa39fc03568072b358083baa
Reeves__(Love Is Like a) Heat Wave,e__ee9bcf54724c7cbbded2c08d47ea630e
Mandy Moore__Candy,3__386497843968b41de4e685403a6b4f7b
Mandy Moore__I Wanna Be With You,8__89be60c5623f1c48ef398474e7b30e51
Watson Johnny Guitar__A Real Mother for Ya,9__9f7f0ca20e0ad2765da24817039dc950
The Mamas & The Papas__Monday Monday,8__8598caa41298c52dd000a2f490d7ac8d
The Mamas & The Papas__Monday Monday.1,5__5f229c12434e12c61e990d628c4aa76d
The Mamas & The Papas__I Saw Her Again Last Night,5__59d82f461d4c1dc41b2fd93a85df0a5b
The Mamas & The Papas__California Dreamin',b__b78e054b7b6200baac026ed23e527b5b
The Mamas & The Papas__You Baby,9__9dd60cc3dc8d04e88244ef3506fc240b
The Mamas & The Papas__California Dreamin'.1,1__120a46fe4339b4c04fd8ae84d6998f7b
The Mamas & The Papas__Dedicated To The One I Love.1,d__defb723b296d133f4635c3d11a6c4f9c
The Mamas & The Papas__Dream A Little Dream Of Me.1,6__6b8eba37859c0853fae76c1080e1b804
The Mamas & The Papas__California Dreamin'.2,9__9e874c36a2be05c2ea0346108d772c0f
The Mamas & The Papas__Dedicated To The One I Love,3__37a45e66f4a08c501c747cbf9b7f1006
The Cowsills__Hair,8__862df604cbd9ab42b17bebd30e753815
Atlantic Starr__I'll Remember You,b__b17b2a54cf9bf363e6266448c646ee36
Atlantic Starr__Always,3__35b70ff487f2364af9635dd261eb37a0
Atlantic Starr__Secret Lovers,2__23cb8fa9e94a38462b33c0b8e9f46d7b
El DeBarge__Who's Johnny,6__6454253da57b9eca471e3f43f790e358
David Bowie__This Is Not America,5__5c4cecc99b0e156200a7eb93efecd6c1
David Bowie__Diamond Dogs,1__165c5dbd0529e8a5f927f01416363c16
David Bowie__Life On Mars,c__c89216d3ab49d948d04f5dc8c37e01d4
David Bowie__Suffragette City,c__c106b6be1a6869d4ad2f9b03b29a639a
David Bowie__Let's Dance,0__0f086f01fe46f167ef38e59132df7d3e
Stevens Shakin __You Drive Me Crazy,0__0d4348e394f603a230222a935a4d44e4
Stevens Shakin __You Drive Me Crazy.1,3__3056c10a32eae29dc187cb8c742ecbb7
Stevens Shakin __You Drive Me Crazy.2,b__bc9ddba4c35e51ae1979bea51a690696
Stevens Shakin __I Might,3__3ca27b18b68b69af5a870103458e0884
Boyz II Men__End of the Road.1,9__986cbbf7bd841d8ae9a50a7904cfd6d4
Boyz II Men__Ill Make Love to You,0__0b46a15eb85767a24bfbcc83a1e3728d
Boyz II Men__Yesterday.1,8__84e7e6365ea4c8e1aff68dba37c5326c
Boyz II Men__Yesterday,8__80ec5881fefa6224564506bf7034ff95
Boyz II Men__End of the Road,8__8fc878da62dc47a968f97f010329c24e
Boyz II Men__I'll Make Love To You,8__83d1bbb3cae2a292cc264df703795183
Boyz II Men__Yesterday.2,e__e441e164968afb0084c4e12b11ea6439
